jp	tw	en	kr
熱血！二人三脚バトル  低学年	熱血！兩人三腳賽 低學年	River City Three-Leg Race ①	열혈! 이인삼각 저학년
熱血！二人三脚バトル  中学年	熱血！兩人三腳賽 中學年	River City Three-Leg Race ②	열혈! 이인삼각 중학년
熱血！二人三脚バトル  高学年	熱血！兩人三腳賽 高學年	River City Three-Leg Race ③	열혈! 이인삼각 고학년
デーモンパーク	惡魔園	Demon's Park	데몬 파크
バトルネコの解放	解放的戰鬥貓	Wicked Axe	배틀 고양이의 해방
韓国版専用お年玉襲来！	韓国版専用お年玉襲来！	韓国版専用お年玉襲来！	세뱃돈 습격!
ネコたちの解放	解放的貓咪們	Unleashing the Cats	고양이들의 해방
女王の研究報告１	女王的研究報告1	Empress' Report 1	여왕의 연구보고 1
女王の研究報告２	女王的研究報告2	Empress' Report 2	여왕의 연구보고 2
女王の研究報告３	女王的研究報告3	Empress' Report 3	여왕의 연구보고 3
誘惑のシンフォニー	誘惑的交響曲	Temptation's Symphony	유혹의 교향곡
羅生門	羅生門	Rashomon	라쇼몽
進化の悪マタタビ	進化的惡貓薄荷	Growing Evil	진화의 악마 개다래 열매
女王の研究報告４	女王的研究報告4	Empress' Report 4	여왕의 연구보고 4
女王の研究報告５	女王的研究報告5	Empress' Report 5	여왕의 연구보고 5
女王の発掘調査１	女王的挖掘調查1	Empress' Excavation 1	여왕의 발굴조사 1
女王の発掘調査２	女王的挖掘調查2	Empress' Excavation 2	여왕의 발굴조사 2
女王の発掘調査３	女王的挖掘調查3	Empress' Excavation 3	여왕의 발굴조사 3
女王の発掘調査４	女王的挖掘調查4	Empress' Excavation 4	여왕의 발굴조사 4
女王の発掘調査５	女王的挖掘調查5	Empress' Excavation 5	여왕의 발굴조사 5
Q1.箱の中身クイズ	Q1.猜猜我是誰	Q1. What's in the Box? Quiz	Q1. 상자 속 맞추기 퀴즈
Q5.時の運クイズ	Q5.輸贏靠時運	Q5.Time and Luck Quiz	Q5. 복불복 퀴즈
バースデープレゼント！	生日禮物！	B-Day Gifts	생일 선물!
2021年最多出演敵ベスト５！	2021年度最多演出敵人前五名！	Top 5 Most Seen Enemies, 2021!	☆2021 최다 출현 적 베스트5☆
お年玉襲来！	紅包來襲！	New Year's Bling	お年玉襲来！
闇討ちの戦い	黑夜襲擊之戰	Cover of Darkness	칠흑의 그림자의 전쟁
春節ハッピープレゼント！	農曆新年HAPPY大禮！	Lunar New Year's Gifts Galore!	설날 해피 선물!
烈火の乱	烈火之亂	The March of Flames	열화의 난
後輩からの本命チョコ	後輩送的本命巧克力	From Your Junior	후배에게 받은 진심 초코
先輩からの本命チョコ	前輩送的本命巧克力	From Your Senpai	선배에게 받은 진심 초코
幼なじみからの本命チョコ	青梅竹馬送的本命巧克力	From A Childhood Friend	소꿉친구에게 받은 진심 초코
中秋節ハッピープレゼント！	中秋節HAPPY大禮！	中秋節ハッピープレゼント！	추석 해피 선물!
ダミー	ダミー	ダミー	ダミー
ダミー	ダミー	ダミー	ダミー
絶・奈落門	絕・奈落門	Courts of Agony	다시 열린 나락문
僕らのバレンタイン戦争	我們的情人節戰爭	War on Valentines	우리들의 발렌타인 전쟁
Season2～トキメキ文化祭～	Season2～心動時分文化祭～	Season 2: Heartbeat Festival	Season2 ~두근두근 학교 축제~
Season3～修学旅行～	Season3～校外教學～	Season 3: Field Trip	Season3 ~수학여행~
Weekend～告白～	Weekend～告白～	Weekend: Confession	Weekend ~고백~
Weekend～告白～	Weekend～告白～	Weekend: Confession	Weekend ~고백~
Weekend～告白～	Weekend～告白～	Weekend: Confession	Weekend ~고백~
Season4～卒業の日～	Season4～畢業之日～	Season 4: Graduation Day	Season4 ~졸업식 당일~
7000万ダウンロード記念 ハッピープレゼント！	7000萬下載紀念 HAPPY大禮！	70M Celebration Gifts Galore!	7000만 다운로드 기념! 해피 선물!
亡者と河豚	亡者與河豚	The Dead & The Bloated	망자와 복어
女帝と乙女	女帝與少女	The Queen & The Maiden	여왕과 아가씨
伯爵と天使	伯爵與天使	The King & The Angel	백작과 천사
#03「13日は何曜日」	#03「13號星期？」	#03 ??? the 13th	#03 「13일은 무슨 요일」
#04「ネコ鳴村」	#04「貓鳴村」	#04 Yowling Village	#04 「괭이 우는 마을」
決闘チャレンジ	決鬥大挑戰	Duel Stages Challenge	결투 챌린지
タッグ闘技チャレンジ	雙人鬪技大挑戰	Tag Arena Challenge	태그 투기 챌린지
密林の異変	密林的異變	Affliction in the Forest	밀림의 이변
砂漠の怪異	沙漠的怪事	Oddity in the Desert	사막의 괴이
火山の脅威	火山的威脅	Peril in the Volcano	화산의 위협
トントンムシ相撲 予選	蟲蟲王者相撲 預賽	Bug Sumo Preliminaries	곤충 씨름대회 예선
トントンムシ相撲 準々決勝	蟲蟲王者相撲 半準決賽	Bug Sumo Quarterfinals	곤충 씨름대회 준준결승
トントンムシ相撲 準決勝	蟲蟲王者相撲 準決賽	Bug Sumo Semifinals	곤충 씨름대회 준결승
トントンムシ相撲 決勝	蟲蟲王者相撲 決賽	Bug Sumo Finals	곤충 씨름대회 결승
超極悪ゲリラ経験値にゃ！	超終極惡游擊經驗值喵！	XP Bonanza!	초극악 게릴라 경험치다냥!
#02 お菓子争奪戦	#02 甜點爭奪戰	#02 Sugar Struggle	#02 과자 쟁탈전
#04 恐怖の悪戯計画	#04 超恐怖惡作劇	#04 Mischevous Schemes	#04 공포의 장난계획
第2部 敵軍団行進	第2部 敵軍大遊行	Pt. 2: Enemy Maneuvers	제2부 적 군단 행진
第5部 名曲パレード	第5部 名曲大回顧	Pt. 5 Musical Parade	제5부 명곡 퍼레이드
バースデープレゼント!	生日禮物！	B-Day Gifts	생일 선물!
第一夜 働くニャンタクロース	第一晚 辛勞的聖誕貓咪	Night 1: Santa Claws at Work	첫번째 밤: 일하는 냥타클로스
進化の虹獣石	進化的彩虹獸石	Mining Epic	진화의 무지개 수석
2022年最多出演敵ベスト５！	2022年度最多演出敵人前五名！	Top 5 Most Seen Enemies, 2022!	2022 최다 출현 적 베스트5
8000万ダウンロード記念 ハッピープレゼント！	8000萬下載紀念 HAPPY大禮！	80 Million Celebration Gifts Galore!	8000만 다운로드 기념! 해피 선물!
After Story～卒業の日～	After Story～畢業之日～	After Story ~Graduation Day~	After Story ~졸업식 당일~
Weekend～告白リベンジ～	Weekend～再次告白～	Weekend ~Another Confession~	Weekend ~고백 리벤지~
Weekend～告白リベンジ～	Weekend～再次告白～	Weekend ~Another Confession~	Weekend ~고백 리벤지~
Weekend～告白リベンジ～	Weekend～再次告白～	Weekend ~Another Confession~	Weekend ~고백 리벤지~
密林の異変Ⅱ	密林的異變Ⅱ	Affliction in the Forest II	밀림의 이변 Ⅱ
砂漠の怪異Ⅱ	沙漠的怪事Ⅱ	Oddity in the Desert II	사막의 괴이 Ⅱ
火山の脅威Ⅱ	火山的威脅Ⅱ	Peril in the Volcano II	화산의 위협 Ⅱ
アンデッドハザード	殭屍古堡	Resident Undead	언데드 하자드
開眼のネコエッグ襲来！	開眼彩蛋貓來襲！	Eggy Cat Awakens!	각성한 고양이 에그의 습격!
絶・綺羅星ペロ降臨	絕・綺羅星汪汪降臨	NEO Wanwan's Glory	기라성 페로 재강림
ちびネコ大試練	小小貓大試煉	Li'l Cat's Trial	꼬맹이 고양이의 대시련
大魔王ニャンダム大降臨	大魔王貓彈大降臨	Reign of the Tyrant	대마왕 야옹마 대강림
バースデープレゼント	生日禮物！	Birthday Present!	생일 선물!
絶・メガサターン	絕・大魔王	The Greatest Diablo	속편・메가 사탄
#02「恐怖の披露宴」	#02「恐怖婚宴」	#02 Banquet of Terror	#02 「공포의 피로연」
夏の終わり、宿題	暑假的最後趕作業	End-of-Summer Homework	여름의 끝, 방학 숙제
密林の異変Ⅲ	密林的異變Ⅲ	Affliction in the Forest III	밀림의 이변 Ⅲ
砂漠の怪異Ⅲ	沙漠的怪事Ⅲ	Oddity in the Desert III	사막의 괴이 Ⅲ
火山の脅威Ⅲ	火山的威脅Ⅲ	Peril in the Volcano III	화산의 위협 Ⅲ
三途の沼のヌシ大降臨	三途沼澤之王大降臨	Invasion of the Swamplord	삼도천 주인 대강림
機械の反乱軍	機械反抗軍	Machines in Revolt	기계 반란군
極悪のネコ降臨	極惡貓咪降臨	The Malevolent Cat	극악의 고양이 강림
極悪のタンク降臨	極惡坦克貓降臨	The Malevolent Tank	극악의 탱크 강림
極悪のバトル降臨	極惡戰鬥貓降臨	The Malevolent Axe	극악의 배틀 강림
極悪のキモネコ降臨	極惡噁心貓降臨	The Malevolent Gross	극악의 징글 고양이 강림
極悪のウシ降臨	極惡牛貓降臨	The Malevolent Cow	극악의 황소 강림
極悪のトリ降臨	極惡鳥貓降臨	The Malevolent Bird	극악의 새 강림
極悪のフィッシュ降臨	極惡魚貓降臨	The Malevolent Fish	극악의 피쉬 강림
極悪のトカゲ降臨	極惡蜥蜴貓降臨	The Malevolent Lizard	극악의 도마뱀 강림
極悪の巨神降臨	極惡巨神貓降臨	The Malevolent Titan	극악의 거신 강림
熱血！リレー大会	熱血！大隊接力	River City Relay	열혈! 이어달리기
第2章 ツボ洞窟の死闘		Part 2: Clash in Jar Caves	제2장 항아리 동굴의 사투
第5章 わんわん城の戦い		Part 5: Battle at Doge Castle	제5장 결전! 멍뭉성!
最終章 決戦！わんわん大王		Final Battle: King Doge!	최종장 결전! 멍뭉 대왕!
バースデープレゼント！	生日禮物！	Birthday Present!	생일 선물!
第三夜  聖夜のプレゼント再配達	第三晚 聖誕禮物二次投遞	Night 3: Christmas Eve Redelivery	세번째 밤: 성야의 선물 재배달
2023年最多出演敵ベスト５！	2023年度最多演出敵人前五名！	Top 5 Most Seen Enemies, 2023!	2023 최다 출현 적 베스트5
雪やわんわん	大雪汪汪	Snow Doges	설견
春節セールの戦い	決戰春節特賣會	Lunar New Year Sale Scuffle	설날 세일 전쟁
9000万ダウンロード記念 ハッピープレゼント！	9000萬下載紀念 HAPPY大禮！	90M Celebration Gifts Galore!	9000만 다운로드 기념! 해피 선물!
厄災のわんわん王国	厄災のわんわん王国	Calamity in Doge Kingdom	멍뭉 왕국의 재앙
バースデープレゼント！	生日禮物！	Birthday Present!	생일 선물!
8888万ダウンロード記念	8888万ダウンロード記念	Mystery Package	8888万ダウンロード記念
週末ハネムーン 1週目	週末蜜月旅行 第1週	Weekend Honeymoon #1	주말 허니문 1주차
週末ハネムーン 2週目	週末蜜月旅行 第2週	Weekend Honeymoon #2	주말 허니문 2주차
週末ハネムーン 最終週	週末蜜月旅行 最末週	Weekend Honeymoon: Final	주말 허니문 마지막 주
絶・はじめてのお遣い	絕・第一次的差事	NEO First Errand	두 번째 심부름
大乱闘極悪ファミリーズ	極惡家族大亂鬥	Super Smash Families	대난투 극악 패밀리
阿亀と赤子	阿龜與小孩	The Tortoise and the Baby	오카메와 아기
王子と死霊	王子與死靈	The Prince and the Revenant	왕자와 사령
蜜江と聖者	蜜江與聖者	The Queen and the Saint	왕비와 성자
夏の夜、帰り道	夏夜回家路	Summer Night, Homeward Bound	여름밤 귀갓길
絶・聖者ポプウ降臨	絕・聖者波普降臨	Papuu's Paradox	성자 뚱땡이 재강림
ジャングルサバイバル	叢林求生記	Jungle Survival	정글 서바이벌
絶・古王妃飛来	絕・古王妃飛來	The Eldest Queen	왕비의 고공비행
開眼のネコ屋台襲来！	開眼叫賣貓來襲！	Food Stall Cat Awakes!	각성한 타코야끼냥의 습격!
天下統一への道 ～前編～	統一天下之路～前篇～	Road to Unification Pt. 1	
合戦！武将ニャンダム	合戰！武將貓彈	Engage! Commander Nyandam	
合戦！武将般若我王	合戰！武將般若我王	Engage! Commander Hannya	
天下統一への道 ～後編～	統一天下之路～後篇～	Road to Unification Pt. 2	
決戦！反逆の戦国魔王	決戰！反叛的戰國魔王	Final Battle! The Rebellious King	
バースデープレゼント！			
超拳獣ブンナグリオス大降臨	超拳獸超派噴噴大降臨	Hunt for the Xenobeast	초권수 맴매테리우스 대강림
2024年思い出アルバム	2024回憶相簿	Memories of 2024	2024년 추억 앨범
絶・死霊妖精クオリネム降臨	絕・死靈妖精海蝶降臨	Z-Onel Resurrected!	사령요정 쿠오리넴 재강림
ネコヴァルキリー大試練	瓦爾基麗貓大試煉	Valkyrie Cat's Trial	고양이 발키리의 대시련
ネコムート大試練	姆特貓大試煉	Bahamut Cat's Trial	고양이 무트의 대시련
1億ダウンロード記念 ハッピープレゼント！	1億下載紀念HAPPY大禮！	100M Celebration Gifts Galore!	1억 다운로드 기념! 해피 선물!
チョコサプ降臨			
黒船来航			
赤船来航			
蒼船来航			
開国してください			
【限定】ご来店プレゼント！	【限定】來店禮送給你！	Customer Reward	방문자 한정 선물!
謎の宅配便			
絶・誘惑のシンフォニー	絕・誘惑的交響曲	Temptation's Rhapsody	속편・유혹의 교향곡
破天候予報	天氣無法預測	Unprecedented Forecasts	악천후 예보
ジャンボーグ鈴木大降臨	巨大生化魚鈴木大降臨	Jumbo Invasion	대천사 개복치 대강림
豪遊リゾートランド	渡假樂園盡情揮霍	Extravagant Resort Land	럭셔리 리조트랜드
サウナスパで極楽	三溫暖烤箱蒸舒服	Sauna of Paradise	극락 사우나
1億1000万ダウンロード記念 ハッピープレゼント！			
大花火大会開催！			
ここはにゃんこ大商店！			
ふるさと自衛隊	ふるさと自衛隊	ふるさと自衛隊	ふるさと自衛隊
魅惑のプリンセス	超魅惑公主	Alluring Princess	매혹의 프린세스
ケリ姫ステージ	飛踢公主關卡	Princess Punt	발차기 공주 스테이지
黎明期からの使者	來自初期的使者	To the Future	아날로그도 좋아
拡散性ミリオンアーサー	拡散性ミリオンアーサー	拡散性ミリオンアーサー	拡散性ミリオンアーサー
ドラゴンポーカー	ドラゴンポーカー	ドラゴンポーカー	ドラゴンポーカー
ラスボス降臨!?	大魔王降臨！？	Final Boss Strikes?!	라스트 보스 강림!?
地獄のメルクストーリア	地獄級梅露可物語	Merc Storia: Inferno	지옥의 메르크 스토리아
対決！メルクストーリア	對決！梅露可物語	Merc Storia: Showdown	대결! 메르크 스토리아
ドラゴンリーグ	ドラゴンリーグ	ドラゴンリーグ	ドラゴンリーグ
超激突！氣志團！！	超激突！氣志團！！	超激突！氣志團！！	超激突！氣志團！！
生きろ！マンボウ！(旧)	活下去! 曼波魚!!	Survive! Mola Mola!	살아남아라! 개복치!
開眼のドロイド襲来！	開眼Droid來襲！	Droid Awakes!	각성한 드로이드의 습격!
消滅都市 ～第１章～(旧)	消滅都市～第1章～	消滅都市 ～第１章～(旧)	消滅都市 ～第１章～(旧)
消滅都市 ～第２章～(旧)	消滅都市～第2章～	消滅都市 ～第２章～(旧)	消滅都市 ～第２章～(旧)
消滅都市 ～第３章～(旧)	消滅都市～第3章～	消滅都市 ～第３章～(旧)	消滅都市 ～第３章～(旧)
極道大戦争	極道大戦争	極道大戦争	極道大戦争
逆襲のメルクストーリア(旧)	梅露可物語大反擊	逆襲のメルクストーリア(旧)	逆襲のメルクストーリア(旧)
開眼の癒術士襲来！	開眼的癒術士來襲！	Healer Awakens!	각성한 유술사의 습격!
モンハン大狩猟クエスト	モンハン大狩猟クエスト	モンハン大狩猟クエスト	モンハン大狩猟クエスト
